2021-08-10,29709.5
2021-08-11,35490.44
2021-08-12,38350.7
2021-08-13,38544.24
2021-08-14,34741.7
2021-08-15,31579.82
2021-08-16,30898.56
2021-08-17,36732.04
2021-08-18,38325.4
2021-08-19,38396.3
2021-08-20,36276.64
2021-08-21,37563.78
2021-08-22,34457.6
2021-08-23,35914.88
2021-08-24,38488.58
2021-08-25,38488.58
2021-08-26,38488.58
2021-08-27,38488.58
2021-08-28,37265.14
2021-08-29,34463.24
2021-08-30,33716.32
2021-08-31,35621.14
2021-09-01,38257.88
2021-09-02,35714.92
2021-09-03,36314.76
2021-09-04,32138.28
2021-09-05,28624.82
2021-09-06,29009.76
2021-09-07,29612.02
2021-09-08,30439.76
