2021-08-10,31538.0
2021-08-11,37788.0
2021-08-12,40714.0
2021-08-13,40264.0
2021-08-14,35650.0
2021-08-15,29648.0
2021-08-16,21130.0
2021-08-17,35650.0
2021-08-18,35650.0
2021-08-19,35650.0
2021-08-20,35650.0
2021-08-21,35650.0
2021-08-22,35650.0
2021-08-23,37788.0
2021-08-24,35650.0
2021-08-25,35650.0
2021-08-26,35650.0
2021-08-27,35650.0
2021-08-28,35650.0
2021-08-29,35650.0
2021-08-30,24656.0
2021-08-31,28914.0
2021-09-01,35650.0
2021-09-02,28914.0
2021-09-03,37788.0
2021-09-04,28914.0
2021-09-05,21130.0
2021-09-06,21130.0
2021-09-07,21130.0
2021-09-08,21130.0
