2021-08-10,31500.922
2021-08-11,37775.715
2021-08-12,40675.79
2021-08-13,40238.406
2021-08-14,35632.656
2021-08-15,29644.818
2021-08-16,30405.5
2021-08-17,37837.816
2021-08-18,38925.848
2021-08-19,38925.848
2021-08-20,34997.754
2021-08-21,38810.586
2021-08-22,33101.336
2021-08-23,36438.836
2021-08-24,38925.848
2021-08-25,38925.848
2021-08-26,38925.848
2021-08-27,38925.848
2021-08-28,37388.918
2021-08-29,32818.504
2021-08-30,33463.434
2021-08-31,37313.645
2021-09-01,38626.22
2021-09-02,37341.234
2021-09-03,36439.656
2021-09-04,32475.076
2021-09-05,24974.145
2021-09-06,29523.934
2021-09-07,28829.537
2021-09-08,28781.2
